district_code,district_name,branch_code,name,address,address_coordinates,phone_no,opening_hours,services,business_status
wan_chai_district,Wan Chai District,611,409 Hennessy Road Branch,"409-415 Hennessy Road, Wan Chai, Hong Kong","22.279338,114.180549",+852 2835 6118,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,METALS,NOTES_PREORDER",
wan_chai_district,Wan Chai District,699,Wan Chai (China Overseas Building) Branch,"139 Hennessy Road, Wan Chai, Hong Kong","22.2776532,114.172805",+852 2529 0866,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
wan_chai_district,Wan Chai District,873,Percival Street Branch,"18 Percival Street, Causeway Bay, Hong Kong","22.2810066,114.1824703",+852 2572 4273,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
wan_chai_district,Wan Chai District,884,Harbour Road Branch,"Shop 4, G/F, Causeway Centre, 28 Harbour Road, Wan Chai, Hong Kong","22.2798311,114.1760776",+852 2827 8407,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
wan_chai_district,Wan Chai District,899,Wan Chai (Wu Chung House) Branch,"213 Queen's Road East, Wan Chai, Hong Kong","22.2745372,114.1728407",+852 2892 0909,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER,ENRICH",
wan_chai_district,Wan Chai District,704,Johnston Road Branch,"152-158 Johnston Road, Wan Chai, Hong Kong","22.276552,114.174389",+852 2574 8257,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,WM_CENTRE",
wan_chai_district,Wan Chai District,828,Causeway Bay Branch,"Shop B, C & D on G/F & 1/F-3/F, Radio City, 505 Hennessy Road, Causeway Bay, Hong Kong","22.280542,114.183335",+852 3982 8068,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER,EXCHANGE",
wan_chai_district,Wan Chai District,583,Happy Valley Branch,"11 King Kwong Street, Happy Valley, Hong Kong","22.268921,114.185223",+852 2838 6668,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SAFE_DEPOSITBOX,ENRICH,NOTES_PREORDER",
wan_chai_district,Wan Chai District,932,Jardine's Bazaar Branch,"G/F, Siki Centre, No.23 Jardine's Bazaar, Causeway Bay, Hong Kong","22.279608,114.185114",+852 2882 1383,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,INVESTMENT_SERVICE",
wan_chai_district,Wan Chai District,820,Leighton Road Branch,"Shop A & B, G/F, First Commercial Building, 33-35 Leighton Road, Causeway Bay, Hong Kong","22.277174,114.1819011",+852 3556 9100,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,INVESTMENT_SERVICE,NOTES_PREORDER,ENRICH,EXCHANGE",
eastern_district,Eastern District,390,Heng Fa Chuen Branch,"Shop 205-208, East Wing Shopping Ctr, Heng Fa Chuen, Chai Wan, HK","22.277675,114.2395195",+852 2897 1131,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
eastern_district,Eastern District,399,North Point (Hang Ying Building) Branch,"Shop B1, 318-328 King' s Road, North Point, Hong Kong","22.290118916372773,114.19621556997299",+852 2887 1199,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
eastern_district,Eastern District,574,Quarry Bay Branch,"Parkvale, 1060 King's Road, Quarry Bay, Hong Kong","22.2845867,114.2133736",+852 2564 0333,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,ENRICH,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
eastern_district,Eastern District,592,Sai Wan Ho Branch,"142-146 Shau Kei Wan Road, Sai Wan Ho, Hong Kong","22.2811483,114.2226749",+852 2886 3344,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,NOTES_PREORDER",
eastern_district,Eastern District,594,Lee Chung Street Branch,"29-31 Lee Chung Street, Chai Wan, Hong Kong.","22.2657514,114.2359625",+852 2557 3283,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,ENRICH,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
eastern_district,Eastern District,720,Sheung On Street Branch,"77 Sheung On Street, Chai Wan, Hong Kong","22.2674931,114.243502",+852 2897 0923,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
eastern_district,Eastern District,737,King's Road Branch,"131-133 King's Road, North Point, Hong Kong","22.2876806,114.1929691",+852 2887 0282,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,ENRICH,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
eastern_district,Eastern District,787,Healthy Village Branch,"Shop 1&2, Healthy Village Phase II, 668 King's Rd, North Point, HK","22.2919531,114.2062597",+852 2563 2278,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
eastern_district,Eastern District,789,Chai Wan Branch,"Block B, Walton Estate, 341-343 Chai Wan Road, Chai Wan, Hong Kong","22.263987,114.2392275",+852 2558 6433,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,METALS,NOTES_PREORDER,ENRICH",
eastern_district,Eastern District,810,Siu Sai Wan Branch,"Shop 19, Cheerful Garden, Siu Sai Wan, Hong Kong","22.2627311,114.2509844",+852 2505 2399,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,NOTES_PREORDER",
eastern_district,Eastern District,832,Aldrich Garden  Branch,"Shop 58, Aldrich Garden, Shau Kei Wan, Hong Kong","22.2801139,114.2281781",+852 3196 4956,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,NOTES_PREORDER",
eastern_district,Eastern District,882,Kam Wa Street Branch,"3 Kam Wa Street, Shau Kei Wan, Hong Kong","22.2779651,114.2302779",+852 2885 9311,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,NOTES_PREORDER",
eastern_district,Eastern District,886,City Garden Branch,"233 Electric Road, North Point, Hong Kong","22.29075921449037,114.19449627399445",+852 2571 2878,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
eastern_district,Eastern District,888,Taikoo Shing Branch,"Shop P1025-1026 , Chi Sing Mansion, Taikoo Shing, HK","22.286204,114.2186012",+852 2967 9128,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,METALS,NOTES_PREORDER",
eastern_district,Eastern District,891,North Point Branch,"Shop B & C, G/F, King's Towers, 480 King's Road, North Point, Hong Kong","22.291197,114.201019",+852 2811 8880,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER,SELF_SERVICE,ENRICH,CAPTIAL_INVEST,EXCHANGE,METALS",
eastern_district,Eastern District,919,Shau Kei Wan (Po Man Building) Branch,"260-262 Shau Kei Wan Road, Shau Kei Wan, Hong Kong","22.2803379,114.2246653",+852 3550 5000,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,METALS,NOTES_PREORDER",
eastern_district,Eastern District,925,North Point (King's Centre) Branch,"193-209 King's Road, North Point, Hong Kong","22.28943828618466,114.19420726597309",+852 2286 2000,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SECURITIES,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,METALS,NOTES_PREORDER",
eastern_district,Eastern District,940,Chai Wan Branch Safe Box Service Centre,"27 Gold Mine Building, 345 Chai Wan Road, Chai Wan, Hong Kong","22.2644215,114.240442",+852 2557 0248,"9:00 – 17:00,9:00 – 13:00,Closed","SECURITIES,SAFE_DEPOSITBOX",
eastern_district,Eastern District,941,Taikoo Shing Branch Safe Box Service Centre,"Shop G1006, Hoi Shing Mansion, Taikoo Shing, Hong Kong","22.2862041,114.2186425",+852 2885 4582,"9:00 – 17:00,9:00 – 13:00,Closed",SAFE_DEPOSITBOX,
eastern_district,Eastern District,,Hong Kong East Commercial Centre,address,"22.2868418,114.2107684",phone_no,"9:00 – 17:00,Closed,Closed",services,
eastern_district,Eastern District,962,North Point Wealth Management Centre,"Shop 5B , G/F, Roca Centre, 460-470 King's Road, North Point, Hong Kong","22.291105,114.200661",+852 2160 7988,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CAPTIAL_INVEST,WM_CENTRE",
southern_district,Southern District,706,Aberdeen Branch,"25 Wu Pak Street, Aberdeen, Hong Kong","22.2481767,114.1550356",+852 2553 4165,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,METALS,NOTES_PREORDER,ENRICH",
southern_district,Southern District,711,Ap Lei Chau Branch,"13-15 Wai Fung Street, Ap Lei Chau, Hong Kong","22.2441922,114.1565771",+852 2554 6487,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
southern_district,Southern District,713,Tin Wan Branch,"2-12 Ka Wo Street, Tin Wan, Hong Kong","22.2496827,114.148904",+852 2553 0135,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
southern_district,Southern District,808,South Horizons Branch,"Shop G13 & G15, G/F, Marina Square, West Commercial Block, South Horizons, Ap Lei Chau, Hong Kong","22.243666,114.146845",+852 2580 0345,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER,ENRICH",
southern_district,Southern District,812,Chi Fu Landmark Branch,"Shop 510, Chi Fu Landmark, Pok Fu Lam, Hong Kong","22.257917,114.138883",+852 2551 2282,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
southern_district,Southern District,933,Stanley Branch,"Shop No.301B, Stanley Plaza, Hong Kong","22.219544079024516,114.20982241630554",+852 3982 8188,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
southern_district,Southern District,936,South Horizons Branch Safe Box Service Centre,"Shop 118, Marina Square East Centre, Ap Lei Chau, Hong Kong","22.243444,114.148543",+852 2555 7477,"9:00 – 17:00,9:00 – 13:00,Closed",SAFE_DEPOSITBOX,
yau_tsim_mong_district,Yau Tsim Mong District,351,Prince Edward Branch,"774 Nathan Road, Kowloon","22.325211,114.1682503",+852 2399 3000,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,METALS,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,363,Fuk Tsun Street Branch,"32-40 Fuk Tsun Street, Tai Kok Tsui, Kowloon","22.3212951,114.1642719",+852 2391 8468,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,394,Humphrey's Avenue Branch,"4-4A Humphrey's Avenue, Tsim Sha Tsui, Kowloon","22.2981631,114.1726582",+852 2311 3822,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,WM_CENTRE,NOTES_PREORDER,EXCHANGE",
yau_tsim_mong_district,Yau Tsim Mong District,561,Mong Kok (Silvercorp Int'l Tower) Branch,"Shop B, 707-713 Nathan Road, Mong Kok, Kowloon","22.32054410347764,114.16894018650055",+852 2391 6677,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,581,Jordan Road Branch,"1/F, Sino Cheer Plaza, 23-29 Jordan Road, Kowloon","22.3054987,114.1706548",+852 2730 0883,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER,METALS",
yau_tsim_mong_district,Yau Tsim Mong District,586,Mong Kok Branch,"589 Nathan Road, Mong Kok, Kowloon","22.3157722,114.1699893",+852 2332 0111,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,EXCHANGE,RMB,INVESTMENT_SERVICE,SAFE_DEPOSITBOX,SELF_SERVICE,CHEQUE_DEPOSIT,CAPTIAL_INVEST,CASH_DEPOSIT_DUAL_CURRENCY,ENRICH,WM_CENTRE,METALS,NOTES_PREORDER",
yau_tsim_mong_district,Yau Tsim Mong District,663,Prince Edward Road West (Mong Kok) Branch,"116-118 Prince Edward Road West, Mong Kok, Kowloon","22.324465,114.168068",+852 2928 4138,"9:00 – 17:00,9:00 – 13:00,Closed","ATM_CENTRE,ATM_RMB,RMB,INVESTMENT_SERVICE,SELF_SERVICE,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,WM_CENTRE,NOTES_PREORDER",
